date,country_territory_area,total_confirmed_cases,total_confirmed_new_cases,total_deaths,total_new_deaths
2020/06/08,Ecuador,43120,392,3621,13
2020/06/08,Egypt,34079,1467,1237,39
2020/06/08,ElSalvador,3015,81,55,2
2020/06/08,EquatorialGuinea,1043,0,12,0
2020/06/08,Eritrea,41,0,0,0
2020/06/08,Estonia,1939,8,69,0
2020/06/08,Eswatini,333,11,3,0
2020/06/08,Ethiopia,2020,86,27,7
2020/06/08,FalklandIslands(Malvinas),13,0,0,0
2020/06/08,FaroeIslands,187,0,0,0
2020/06/08,Finland,6981,17,323,1
2020/06/08,France,150315,293,29097,13
2020/06/08,FrenchGuiana,689,50,1,0
2020/06/08,Gabon,3101,0,21,0
2020/06/08,Gambia,26,0,1,0
2020/06/08,Georgia,810,1,13,0
2020/06/08,Germany,184193,214,8674,6
2020/06/08,Ghana,9638,176,44,0
2020/06/08,Gibraltar,175,1,0,0
2020/06/08,Greece,2952,0,180,0
2020/06/08,Greenland,13,0,0,0
2020/06/08,Grenada,23,0,0,0
2020/06/08,Guadeloupe,164,0,14,0
2020/06/08,Guatemala,6792,307,230,14
2020/06/08,Guernsey,252,0,13,0
2020/06/08,Guinea,4165,48,23,0
2020/06/08,Guinea-Bissau,1368,0,12,0
2020/06/08,Guyana,154,1,12,0
2020/06/08,Haiti,3072,148,50,0
2020/06/08,HolySee,12,0,0,0
2020/06/08,Honduras,6155,184,250,2
2020/06/08,Hungary,3970,0,542,0
2020/06/08,Iceland,1807,1,10,0
2020/06/08,India,256611,9983,7135,206
2020/06/08,Indonesia,31186,672,1851,50
2020/06/08,Iran(IslamicRepublicof),171789,2364,8281,72
2020/06/08,Iraq,12366,1268,346,28
2020/06/08,Ireland,25201,18,1679,9
2020/06/08,IsleofMan,336,0,24,0
2020/06/08,Israel,17783,77,294,2
2020/06/08,Italy,234998,197,33899,53
2020/06/08,Jamaica,596,1,10,0
2020/06/08,Japan,17174,33,916,0
2020/06/08,Jersey,311,2,30,0
2020/06/08,Jordan,808,13,9,0
2020/06/08,Kazakhstan,12859,165,56,2
2020/06/08,Kenya,2767,167,84,1
2020/06/08,Kosovo,1191,40,30,0
2020/06/08,Kuwait,31848,717,264,10
2020/06/08,Kyrgyzstan,2032,25,23,1
2020/06/08,Latvia,1088,2,25,0
2020/06/08,Lebanon,1331,11,30,1
2020/06/08,Lesotho,4,0,0,0
2020/06/08,Liberia,359,14,30,0
2020/06/08,Libya,256,0,5,0
2020/06/08,Liechtenstein,83,0,1,0
2020/06/08,Lithuania,1714,9,71,0
2020/06/08,Luxembourg,4039,4,110,0
2020/06/08,Madagascar,1052,26,9,1
2020/06/08,Malawi,438,29,4,0
2020/06/08,Malaysia,8322,19,117,0
2020/06/08,Maldives,1903,2,8,0
2020/06/08,Mali,1533,10,92,2
2020/06/08,Malta,629,7,9,0
2020/06/08,Martinique,202,0,14,0
2020/06/08,Mauritania,947,0,43,0
2020/06/08,Mauritius,337,0,10,0
2020/06/08,Mayotte,2079,0,25,0
2020/06/08,Mexico,113619,3593,13511,341
2020/06/08,Monaco,99,0,1,0
2020/06/08,Montenegro,324,0,9,0
2020/06/08,Montserrat,11,0,1,0
2020/06/08,Morocco,8224,73,208,0
2020/06/08,Mozambique,424,15,2,0
2020/06/08,Myanmar,242,2,6,0
2020/06/08,Namibia,29,0,0,0
2020/06/08,Nepal,3448,213,13,0
2020/06/08,Netherlands,47574,239,6013,2
2020/06/08,Nicaragua,1309,0,46,0
2020/06/08,Niger,973,3,65,0
2020/06/08,Nigeria,12486,253,354,12
2020/06/08,NorthMacedonia,3028,113,153,2
2020/06/08,Norway,8504,0,238,0
2020/06/08,Oman,16882,866,75,3
2020/06/08,Pakistan,103671,4728,2067,65
2020/06/08,Panama,16004,541,386,16
2020/06/08,Paraguay,1135,45,11,0
2020/06/08,Peru,191758,4358,5301,139
2020/06/08,Philippines,21895,555,1003,9
2020/06/08,Poland,26561,575,1157,4
2020/06/08,Portugal,34493,142,1479,5
2020/06/08,PuertoRico,4985,70,142,0
2020/06/08,Qatar,68790,1595,54,3
2020/06/08,RepublicofKorea,11814,38,273,0
2020/06/08,Romania,20479,189,1326,8
2020/06/08,RussianFederation,476658,8985,5971,0
2020/06/08,Rwanda,439,8,2,0
2020/06/08,Réunion,480,0,1,0
2020/06/08,SaintBarthélemy,6,0,0,0
2020/06/08,SaintKittsandNevis,15,0,0,0
2020/06/08,SaintLucia,19,0,0,0
2020/06/08,SaintMartin,41,0,3,0
2020/06/08,SaintPierreandMiquelon,1,0,0,0
2020/06/08,SaintVincentandtheGrenadines,26,0,0,0
2020/06/08,SanMarino,695,0,42,0
2020/06/08,SaudiArabia,101914,3045,712,36
2020/06/08,Senegal,4328,79,49,2
2020/06/08,Serbia,11823,82,249,1
2020/06/08,Seychelles,11,0,0,0
2020/06/08,SierraLeone,969,23,48,0
2020/06/08,Singapore,37910,383,25,0
2020/06/08,SintMaarten,77,0,15,0
2020/06/08,Slovakia,1528,0,28,0
2020/06/08,Slovenia,1485,0,108,0
2020/06/08,Somalia,2334,45,83,1
2020/06/08,SouthAfrica,48285,2312,998,46
2020/06/08,SouthSudan,1317,0,14,0
2020/06/08,Spain,241550,240,27136,1
2020/06/08,SriLanka,1835,21,11,0
2020/06/08,Sudan,6083,2,359,0
2020/06/08,Suriname,101,11,1,0
2020/06/08,Sweden,44730,843,4659,3
2020/06/08,Switzerland,30882,9,1660,0
2020/06/08,SyrianArabRepublic,141,16,6,0
2020/06/08,SãoToméandPríncipe,295,0,10,0
2020/06/08,Tajikistan,4529,76,48,0
2020/06/08,Thailand,3119,7,58,0
2020/06/08,TheUnitedKingdom,286198,1326,40542,77
2020/06/08,Timor-Leste,24,0,0,0
2020/06/08,Togo,495,8,13,0
2020/06/08,TrinidadandTobago,117,0,8,0
2020/06/08,Tunisia,1087,0,49,0
2020/06/08,Turkey,170132,914,4692,23
2020/06/08,TurksandCaicosIslands,12,0,1,0
2020/06/08,Uganda,745,23,0,0
2020/06/08,Ukraine,27462,463,797,9
2020/06/08,UnitedArabEmirates,38808,540,276,1
2020/06/08,UnitedRepublicofTanzania,509,0,21,0
2020/06/08,UnitedStatesVirginIslands,71,0,6,0
2020/06/08,UnitedStatesofAmerica,1915712,28918,109746,708
2020/06/08,Uruguay,845,11,23,0
2020/06/08,Uzbekistan,4352,171,17,0
2020/06/08,Venezuela(BolivarianRepublicof),2316,171,22,2
2020/06/08,Yemen,488,2,113,1
2020/06/08,Zambia,1154,0,7,0
2020/06/08,Zimbabwe,279,0,4,0
2020/06/08,occupiedPalestinianterritory,643,0,5,0
2020/06/09,Afghanistan,21222,305,376,7
2020/06/09,Albania,1299,36,34,0
2020/06/09,Algeria,10265,111,715,8
2020/06/09,Andorra,852,0,51,0
2020/06/09,Angola,92,1,4,0
2020/06/09,Anguilla,3,0,0,0
2020/06/09,AntiguaandBarbuda,25,0,3,0
2020/06/09,Argentina,22794,774,670,14
2020/06/09,Armenia,13675,350,217,6
2020/06/09,Aruba,101,0,3,0
2020/06/09,Austria,16889,21,672,0
2020/06/09,Azerbaijan,7876,323,93,5
2020/06/09,Bahamas,103,0,11,0
2020/06/09,Bahrain,15417,654,27,1
2020/06/09,Bangladesh,68504,2735,930,42
2020/06/09,Barbados,92,0,7,0
2020/06/09,Belarus,49453,823,276,7
2020/06/09,Belgium,59348,122,9609,14
2020/06/09,Belize,19,0,2,0
2020/06/09,Benin,305,37,4,0
2020/06/09,Bermuda,141,0,9,0
2020/06/09,Bhutan,59,0,0,0
2020/06/09,Bolivia(PlurinationalStateof),13643,285,465,11
2020/06/09,"Bonaire,SintEustatiusandSaba",7,0,0,0
2020/06/09,Botswana,42,2,1,0
2020/06/09,Brazil,691758,18912,36455,525
2020/06/09,BritishVirginIslands,8,0,1,0
2020/06/09,Bulgaria,2810,83,164,4
2020/06/09,BurkinaFaso,890,2,53,0
2020/06/09,Burundi,83,0,1,0
2020/06/09,CaboVerde,567,13,5,0
2020/06/09,Cameroon,8060,200,215,0
2020/06/09,Canada,95699,642,7800,27
2020/06/09,CaymanIslands,164,0,1,0
2020/06/09,CentralAfricanRepublic,1850,216,5,0
2020/06/09,Chad,839,2,70,1
2020/06/09,Chile,138846,4696,2264,627
2020/06/09,China,84638,4,4645,0
2020/06/09,Colombia,39236,1209,1259,54
2020/06/09,Comoros,97,0,2,0
2020/06/09,CostaRica,1318,55,10,0
2020/06/09,Croatia,2247,0,104,0
2020/06/09,Cuba,2200,9,83,0
2020/06/09,Curaçao,21,0,1,0
2020/06/09,Cyprus,970,6,18,0
2020/06/09,Czechia,9697,69,328,1
2020/06/09,Côted’Ivoire,3881,142,38,2
2020/06/09,DemocraticRepublicoftheCongo,4105,90,87,3
2020/06/09,Denmark,11962,14,593,4
2020/06/09,Djibouti,4278,71,31,3
2020/06/09,Dominica,16,0,0,0
2020/06/09,DominicanRepublic,20126,526,539,1
2020/06/09,Ecuador,43378,258,3642,21
2020/06/09,Egypt,35444,1365,1271,34
2020/06/09,ElSalvador,3104,89,55,0
2020/06/09,EquatorialGuinea,1043,0,12,0
2020/06/09,Eritrea,41,0,0,0
2020/06/09,Estonia,1940,1,69,0
2020/06/09,Eswatini,340,7,3,0
2020/06/09,Ethiopia,2156,136,27,0
2020/06/09,FalklandIslands(Malvinas),13,0,0,0
2020/06/09,FaroeIslands,187,0,0,0
2020/06/09,Finland,7001,20,323,0
2020/06/09,France,150413,98,29149,52
2020/06/09,FrenchGuiana,729,40,2,1
2020/06/09,Gabon,3101,0,21,0
2020/06/09,Gambia,28,2,1,0
2020/06/09,Georgia,818,8,13,0
2020/06/09,Germany,184543,350,8711,37
2020/06/09,Ghana,9910,272,48,4
2020/06/09,Gibraltar,176,1,0,0
2020/06/09,Greece,3049,97,182,2
2020/06/09,Greenland,13,0,0,0
2020/06/09,Grenada,23,0,0,0
2020/06/09,Guadeloupe,164,0,14,0
2020/06/09,Guatemala,7055,263,252,22
2020/06/09,Guernsey,252,0,13,0
2020/06/09,Guinea,4216,51,23,0
2020/06/09,Guinea-Bissau,1389,21,12,0
2020/06/09,Guyana,154,0,12,0
2020/06/09,Haiti,3334,262,51,1
2020/06/09,HolySee,12,0,0,0
2020/06/09,Honduras,6327,172,258,8
2020/06/09,Hungary,4014,44,548,6
2020/06/09,Iceland,1807,0,10,0
2020/06/09,India,266598,9987,7466,331
2020/06/09,Indonesia,32033,847,1883,32
2020/06/09,Iran(IslamicRepublicof),173832,2043,8351,70
2020/06/09,Iraq,13481,1115,370,24
2020/06/09,Ireland,25207,6,1683,4
2020/06/09,IsleofMan,336,0,24,0
2020/06/09,Israel,17915,132,295,1
2020/06/09,Italy,235278,280,33964,65
2020/06/09,Jamaica,598,2,10,0
2020/06/09,Japan,17210,36,916,0
2020/06/09,Jersey,311,0,30,0
2020/06/09,Jordan,831,23,9,0
2020/06/09,Kazakhstan,13074,215,58,2
2020/06/09,Kenya,2862,95,85,1
2020/06/09,Kosovo,1263,72,31,1
2020/06/09,Kuwait,32510,662,269,5
2020/06/09,Kyrgyzstan,2055,23,24,1
2020/06/09,Latvia,1088,0,26,1
2020/06/09,Lebanon,1350,19,30,0
2020/06/09,Lesotho,4,0,0,0
2020/06/09,Liberia,370,11,30,0
2020/06/09,Libya,332,76,5,0
2020/06/09,Liechtenstein,83,0,1,0
2020/06/09,Lithuania,1720,6,71,0
2020/06/09,Luxembourg,4040,1,110,0
2020/06/09,Madagascar,1094,42,9,0
2020/06/09,Malawi,443,5,4,0
2020/06/09,Malaysia,8329,7,117,0
2020/06/09,Maldives,1916,13,8,0
2020/06/09,Mali,1547,14,92,0
2020/06/09,Malta,630,1,9,0
2020/06/09,Martinique,202,0,14,0
2020/06/09,Mauritania,1049,102,43,0
2020/06/09,Mauritius,337,0,10,0
2020/06/09,Mayotte,2151,72,26,1
2020/06/09,Mexico,117103,3484,13699,188
2020/06/09,Monaco,99,0,1,0
2020/06/09,Montenegro,324,0,9,0
2020/06/09,Montserrat,11,0,1,0
2020/06/09,Morocco,8302,78,208,0
2020/06/09,Mozambique,433,9,2,0
2020/06/09,Myanmar,244,2,6,0
2020/06/09,Namibia,31,2,0,0
2020/06/09,Nepal,3762,314,14,1
2020/06/09,Netherlands,47739,165,6016,3
2020/06/09,Nicaragua,1309,0,46,0
2020/06/09,Niger,973,0,65,0
2020/06/09,Nigeria,12801,315,361,7
2020/06/09,NorthMacedonia,3155,127,156,3
2020/06/09,Norway,8547,43,239,1
2020/06/09,Oman,17486,604,81,6
2020/06/09,Pakistan,108317,4646,2172,105
2020/06/09,Panama,16425,421,393,7
2020/06/09,Paraguay,1145,10,11,0
2020/06/09,Peru,196515,4757,5465,164
2020/06/09,Philippines,22474,579,1011,8
2020/06/09,Poland,27160,599,1166,9
2020/06/09,Portugal,34885,392,1485,6
2020/06/09,PuertoRico,5046,61,142,0
2020/06/09,Qatar,70158,1368,57,3
2020/06/09,RepublicofKorea,11852,38,274,1
2020/06/09,Romania,20604,125,1334,8
2020/06/09,RussianFederation,485253,8595,6142,0
2020/06/09,Rwanda,451,12,2,0
2020/06/09,Réunion,481,1,1,0
2020/06/09,SaintBarthélemy,6,0,0,0
2020/06/09,SaintKittsandNevis,15,0,0,0
2020/06/09,SaintLucia,19,0,0,0
2020/06/09,SaintMartin,41,0,3,0
2020/06/09,SaintPierreandMiquelon,1,0,0,0
2020/06/09,SaintVincentandtheGrenadines,27,1,0,0
2020/06/09,SanMarino,695,0,42,0
2020/06/09,SaudiArabia,105283,3369,746,34
2020/06/09,Senegal,4430,102,49,0
2020/06/09,Serbia,11896,73,250,1
2020/06/09,Seychelles,11,0,0,0
2020/06/09,SierraLeone,1001,32,49,1
2020/06/09,Singapore,38296,386,25,0
2020/06/09,SintMaarten,77,0,15,0
2020/06/09,Slovakia,1530,2,28,0
2020/06/09,Slovenia,1485,0,108,0
2020/06/09,Somalia,2368,34,84,1
2020/06/09,SouthSudan,1604,287,19,5
2020/06/09,Spain,241717,167,27136,0
2020/06/09,SriLanka,1857,22,11,0
2020/06/09,Sudan,6244,161,372,13
2020/06/09,Suriname,128,27,2,1
2020/06/09,Sweden,45133,403,4694,35
2020/06/09,Switzerland,30889,7,1660,0
2020/06/09,SyrianArabRepublic,144,3,6,0
2020/06/09,SãoToméandPríncipe,295,0,10,0
2020/06/09,Tajikistan,4609,80,48,0
2020/06/09,Thailand,3121,2,58,0
2020/06/09,TheUnitedKingdom,287403,1205,40597,55
2020/06/09,Timor-Leste,24,0,0,0
2020/06/09,Togo,497,2,13,0
2020/06/09,TrinidadandTobago,117,0,8,0
2020/06/09,Tunisia,1087,0,49,0
2020/06/09,Turkey,171121,989,4711,19
2020/06/09,TurksandCaicosIslands,12,0,1,0
2020/06/09,Uganda,775,30,0,0
2020/06/09,Ukraine,27856,394,810,13
2020/06/09,UnitedArabEmirates,39376,568,281,5
2020/06/09,UnitedRepublicofTanzania,509,0,21,0
2020/06/09,UnitedStatesVirginIslands,71,0,6,0
2020/06/09,UnitedStatesofAmerica,1933560,17848,110220,474
2020/06/09,Uruguay,845,0,23,0
2020/06/09,Uzbekistan,4448,96,18,1
2020/06/09,Venezuela(BolivarianRepublicof),2377,61,22,0
2020/06/09,Yemen,500,12,113,0
2020/06/09,Zambia,1200,46,10,3
2020/06/09,Zimbabwe,287,8,4,0
2020/06/09,occupiedPalestinianterritory,652,9,5,0
2020/06/10,Afghanistan,22142,920,405,29
2020/06/10,Algeria,10382,117,724,9
2020/06/10,Angola,96,4,4,0
2020/06/10,Anguilla,3,0,0,0
2020/06/10,AntiguaandBarbuda,25,0,3,0
2020/06/10,Argentina,23620,826,698,28
2020/06/10,Armenia,14103,428,227,10
2020/06/10,Aruba,101,0,3,0
2020/06/10,Austria,16902,13,672,0
2020/06/10,Azerbaijan,8191,315,98,5
2020/06/10,Bahamas,103,0,11,0
2020/06/10,Bahrain,16200,783,29,2
2020/06/10,Bangladesh,71675,3171,975,45
2020/06/10,Barbados,92,0,7,0
2020/06/10,Belarus,50265,812,282,6
2020/06/10,Belgium,59437,89,9619,10
2020/06/10,Belize,19,0,2,0
2020/06/10,Benin,339,34,4,0
2020/06/10,Bermuda,141,0,9,0
2020/06/10,Bhutan,59,0,0,0
2020/06/10,Bolivia(PlurinationalStateof),13949,306,475,10
2020/06/10,"Bonaire,SintEustatiusandSaba",7,0,0,0
2020/06/10,Botswana,42,0,1,0
2020/06/10,Brazil,707412,15654,37134,679
2020/06/10,BritishVirginIslands,8,0,1,0
2020/06/10,BurkinaFaso,891,1,53,0
2020/06/10,Burundi,83,0,1,0
2020/06/10,CaboVerde,585,18,5,0
2020/06/10,Cameroon,8312,252,215,0
2020/06/10,Canada,96244,545,7835,35
2020/06/10,CaymanIslands,171,7,1,0
2020/06/10,CentralAfricanRepublic,1850,0,5,0
2020/06/10,Chad,844,5,71,1
2020/06/10,Chile,142759,3913,2283,19
2020/06/10,China,84641,3,4645,0
2020/06/10,Colombia,40719,1483,1308,49
2020/06/10,Comoros,97,0,2,0
2020/06/10,Congo,718,35,24,4
2020/06/10,CostaRica,1342,24,10,0
2020/06/10,Cuba,2205,5,83,0
2020/06/10,Curacao,21,0,1,0
2020/06/10,Czechia,9751,54,328,0
2020/06/10,Côted’Ivoire,3995,114,38,0
2020/06/10,DemocraticRepublicoftheCongo,4258,153,90,3
2020/06/10,Denmark,12001,39,593,0
2020/06/10,Djibouti,4331,53,34,3
2020/06/10,Dominica,16,0,0,0
2020/06/10,DominicanRepublic,20415,289,544,5
2020/06/10,Ecuador,43917,539,3690,48
2020/06/10,Egypt,36829,1385,1306,35
2020/06/10,ElSalvador,3191,87,58,3
2020/06/10,EquatorialGuinea,1043,0,12,0
2020/06/10,Eritrea,41,0,0,0
2020/06/10,Eswatini,371,31,3,0
2020/06/10,Ethiopia,2336,180,32,5
2020/06/10,FalklandIslands(Malvinas),13,0,0,0
2020/06/10,FaroeIslands,187,0,0,0
2020/06/10,Finland,7025,24,324,1
2020/06/10,France,150748,335,29234,85
2020/06/10,FrenchGuiana,773,44,2,0
2020/06/10,Gabon,3294,193,21,0
2020/06/10,Gambia,28,0,1,0
2020/06/10,Germany,184861,318,8729,18
2020/06/10,Ghana,10201,291,48,0
2020/06/10,Gibraltar,176,0,0,0
2020/06/10,Greenland,13,0,0,0
2020/06/10,Grenada,23,0,0,0
2020/06/10,Guadeloupe,164,0,14,0
2020/06/10,Guatemala,7502,447,267,15
2020/06/10,Guernsey,252,0,13,0
2020/06/10,Guinea,4258,42,23,0
2020/06/10,Guinea-Bissau,1389,0,12,0
2020/06/10,Guyana,154,0,12,0
2020/06/10,Haiti,3538,204,54,3
2020/06/10,Honduras,6450,123,262,4
2020/06/10,Hungary,4017,3,550,2
2020/06/10,India,276583,9985,7745,279
2020/06/10,Indonesia,33076,1043,1923,40
2020/06/10,Iran(IslamicRepublicof),175927,2095,8425,74
2020/06/10,Iraq,14268,787,392,22
2020/06/10,Ireland,25215,8,1691,8
2020/06/10,Israel,18089,174,298,3
2020/06/10,Italy,235561,283,34043,79
2020/06/10,Jamaica,598,0,10,0
2020/06/10,Japan,17251,41,919,3
2020/06/10,Jersey,313,2,30,0
2020/06/10,Jordan,845,14,9,0
2020/06/10,Kazakhstan,13319,245,61,3
2020/06/10,Kenya,2989,127,88,3
2020/06/10,Kuwait,33140,630,273,4
2020/06/10,Lebanon,1368,18,30,0
2020/06/10,Lesotho,4,0,0,0
2020/06/10,Liberia,383,13,31,1
2020/06/10,Libya,332,0,5,0
2020/06/10,Luxembourg,4046,6,110,0
2020/06/10,Madagascar,1138,44,9,0
2020/06/10,Malawi,455,12,4,0
2020/06/10,Malaysia,8336,7,117,0
2020/06/10,Maldives,1942,26,8,0
2020/06/10,Mali,1586,39,94,2
2020/06/10,Martinique,202,0,14,0
2020/06/10,Mauritania,1162,113,63,20
2020/06/10,Mauritius,337,0,10,0
2020/06/10,Mayotte,2175,24,28,2
2020/06/10,Mexico,120102,2999,14053,354
2020/06/10,Montserrat,11,0,1,0
2020/06/10,Morocco,8437,135,210,2
2020/06/10,Mozambique,453,20,2,0
2020/06/10,Myanmar,246,2,6,0
2020/06/10,Namibia,31,0,0,0
2020/06/10,Nepal,4085,323,15,1
2020/06/10,Netherlands,47903,164,6031,15
2020/06/10,Nicaragua,1309,0,46,0
2020/06/10,Niger,974,1,65,0
2020/06/10,Nigeria,13464,663,365,4
2020/06/10,NorthMacedonia,3242,87,157,1
2020/06/10,Norway,8563,16,239,0
2020/06/10,Oman,18198,712,83,2
2020/06/10,Pakistan,113702,5385,2255,83
2020/06/10,Panama,16854,429,398,5
2020/06/10,Paraguay,1187,42,11,0
2020/06/10,Peru,199696,3181,5571,106
2020/06/10,Philippines,22992,518,1017,6
2020/06/10,Poland,27560,400,1183,17
2020/06/10,Portugal,35306,421,1492,7
2020/06/10,PuertoRico,5185,139,142,0
2020/06/10,Qatar,71879,1721,62,5
2020/06/10,RepublicofKorea,11902,50,276,2
2020/06/10,RepublicofMoldova,10025,218,367,8
2020/06/10,Romania,20749,145,1345,11
2020/06/10,RussianFederation,493657,8404,6358,216
2020/06/10,Rwanda,463,12,2,0
2020/06/10,Réunion,481,0,1,0
2020/06/10,SaintBarthélemy,6,0,0,0
2020/06/10,SaintKittsandNevis,15,0,0,0
2020/06/10,SaintLucia,19,0,0,0
2020/06/10,SaintMartin,41,0,3,0
2020/06/10,SaintPierreandMiquelon,1,0,0,0
2020/06/10,SaintVincentandtheGrenadines,27,0,0,0
2020/06/10,SaudiArabia,108571,3288,783,37
2020/06/10,Senegal,4516,86,52,3
2020/06/10,Serbia,11965,69,250,0
2020/06/10,Seychelles,11,0,0,0
2020/06/10,SierraLeone,1025,24,50,1
2020/06/10,Singapore,38514,218,25,0
2020/06/10,SintMaarten,77,0,15,0
2020/06/10,Somalia,2416,48,85,1
2020/06/10,SouthSudan,1606,2,20,1
2020/06/10,Spain,241966,249,27136,0
2020/06/10,SriLanka,1859,2,11,0
2020/06/10,Sudan,6427,183,389,17
2020/06/10,Suriname,133,5,2,0
2020/06/10,Sweden,45924,791,4717,23
2020/06/10,Switzerland,30905,16,1662,2
2020/06/10,SyrianArabRepublic,146,2,6,0
2020/06/10,SãoToméandPríncipe,295,0,10,0
2020/06/10,Tajikistan,4690,81,48,0
2020/06/10,Thailand,3125,4,58,0
2020/06/10,TheUnitedKingdom,289144,1741,40883,286
2020/06/10,Timor-Leste,24,0,0,0
2020/06/10,Togo,497,0,13,0
2020/06/10,TrinidadandTobago,117,0,8,0
2020/06/10,Tunisia,1087,0,49,0
2020/06/10,Turkey,172114,993,4729,18
2020/06/10,TurksandCaicosIslands,12,0,1,0
2020/06/10,Uganda,775,0,0,0
2020/06/10,Ukraine,28381,525,833,23
2020/06/10,UnitedArabEmirates,39904,528,283,2
2020/06/10,UnitedRepublicofTanzania,509,0,21,0
2020/06/10,UnitedStatesVirginIslands,71,0,6,0
2020/06/10,UnitedStatesofAmerica,1951096,17536,110770,550
2020/06/10,Uruguay,845,0,23,0
2020/06/10,Uzbekistan,4547,99,18,0
2020/06/10,Venezuela(BolivarianRepublicof),2473,96,22,0
2020/06/10,Yemen,528,28,128,15
2020/06/10,Zambia,1200,0,10,0
2020/06/10,Zimbabwe,314,27,4,0
2020/06/11,Afghanistan,22890,748,426,21
2020/06/11,Algeria,10484,102,732,8
2020/06/11,Angola,113,17,4,0
2020/06/11,Anguilla,3,0,0,0
2020/06/11,AntiguaandBarbuda,25,0,3,0
2020/06/11,Argentina,24761,1141,717,19
2020/06/11,Armenia,14669,566,245,18
2020/06/11,Aruba,101,0,3,0
2020/06/11,Australia,7267,0,102,0
2020/06/11,Austria,16936,34,673,1
2020/06/11,Azerbaijan,8530,339,102,4
2020/06/11,Bahamas,103,0,11,0
2020/06/11,Bahrain,16667,467,32,3
2020/06/11,Bangladesh,74865,3190,1012,37
2020/06/11,Barbados,96,4,7,0
2020/06/11,Belarus,51066,801,288,6
2020/06/11,Belgium,59569,132,9629,10
2020/06/11,Belize,20,1,2,0
2020/06/11,Benin,339,0,4,0
2020/06/11,Bermuda,141,0,9,0
2020/06/11,Bhutan,62,3,0,0
2020/06/11,Bolivia(PlurinationalStateof),14644,695,487,12
2020/06/11,"Bonaire,SintEustatiusandSaba",7,0,0,0
2020/06/11,Botswana,48,6,1,0
2020/06/11,Brazil,739503,32091,38406,1272
2020/06/11,BritishVirginIslands,8,0,1,0
2020/06/11,BruneiDarussalam,141,0,2,0
2020/06/11,BurkinaFaso,891,0,53,0
2020/06/11,Burundi,83,0,1,0
2020/06/11,CaboVerde,616,31,5,0
2020/06/11,Cambodia,126,0,0,0
2020/06/11,Cameroon,8681,369,215,0
2020/06/11,Canada,96653,409,7897,62
2020/06/11,CaymanIslands,176,5,1,0
2020/06/11,CentralAfricanRepublic,1888,38,5,0
2020/06/11,Chad,846,2,72,1
2020/06/11,Chile,148496,5737,2475,192
2020/06/11,China,84652,11,4645,0
2020/06/11,Colombia,42078,1359,1372,64
2020/06/11,Comoros,162,65,2,0
2020/06/11,Congo,728,10,24,0
2020/06/11,CostaRica,1375,33,12,2
2020/06/11,Cuba,2211,6,83,0
2020/06/11,Curaçao,22,1,1,0
2020/06/11,Czechia,9824,73,330,2
2020/06/11,Côted’Ivoire,4181,186,41,3
2020/06/11,DemocraticRepublicoftheCongo,4389,131,96,6
2020/06/11,Denmark,12016,15,593,0
2020/06/11,Djibouti,4373,42,34,0
2020/06/11,Dominica,16,0,0,0
2020/06/11,DominicanRepublic,20808,393,550,6
2020/06/11,Ecuador,44440,523,3720,30
2020/06/11,Egypt,38284,1455,1342,36
2020/06/11,ElSalvador,3274,83,60,2
2020/06/11,EquatorialGuinea,1043,0,12,0
2020/06/11,Eritrea,41,0,0,0
2020/06/11,Eswatini,398,27,3,0
2020/06/11,Ethiopia,2506,170,35,3
2020/06/11,FalklandIslands(Malvinas),13,0,0,0
2020/06/11,FaroeIslands,187,0,0,0
2020/06/11,Fiji,18,0,0,0
2020/06/11,Finland,7040,15,324,0
2020/06/11,France,151145,397,29257,23
2020/06/11,FrenchGuiana,865,92,2,0
2020/06/11,Gabon,3294,0,21,0
2020/06/11,Gambia,28,0,1,0
2020/06/11,Germany,185416,555,8755,26
2020/06/11,Ghana,10201,0,48,0
2020/06/11,Gibraltar,176,0,0,0
2020/06/11,Greenland,13,0,0,0
2020/06/11,Grenada,23,0,0,0
2020/06/11,Guadeloupe,164,0,14,0
2020/06/11,Guatemala,7866,364,289,22
2020/06/11,Guernsey,252,0,13,0
2020/06/11,Guinea,4291,33,23,0
2020/06/11,Guinea-Bissau,1389,0,12,0
2020/06/11,Guyana,156,2,12,0
2020/06/11,Haiti,3662,124,56,2
2020/06/11,Honduras,6935,485,271,9
2020/06/11,Hungary,4027,10,551,1
2020/06/11,India,286579,9996,8102,357
2020/06/11,Indonesia,34316,1240,1959,36
2020/06/11,Iran(IslamicRepublicof),177938,2011,8506,81
2020/06/11,Iraq,15414,1146,426,34
2020/06/11,Ireland,25231,16,1695,4
2020/06/11,Israel,18268,179,299,1
2020/06/11,Italy,235763,202,34114,71
2020/06/11,Jamaica,598,0,10,0
2020/06/11,Japan,17292,41,920,1
2020/06/11,Jersey,313,0,30,0
2020/06/11,Jordan,863,18,9,0
2020/06/11,Kazakhstan,13559,240,67,6
2020/06/11,Kenya,3094,105,89,1
2020/06/11,Kuwait,33823,683,275,2
2020/06/11,LaoPeople'sDemocraticRepublic,19,0,0,0
2020/06/11,Lebanon,1388,20,30,0
2020/06/11,Lesotho,4,0,0,0
2020/06/11,Liberia,397,14,31,0
2020/06/11,Libya,378,46,5,0
2020/06/11,Luxembourg,4049,3,110,0
2020/06/11,Madagascar,1162,24,10,1
2020/06/11,Malawi,455,0,4,0
